,V,I,SOC
249,3.700552,0.0,0.4964781776970876
250,3.700552,0.0,0.4964781776970876
251,3.700707,0.0,0.4964781776970876
252,3.700707,0.0,0.4964781776970876
253,3.700707,0.0,0.4964781776970876
254,3.700862,0.0,0.4964781776970876
255,3.700862,0.0,0.4964781776970876
256,3.701017,0.0,0.4964781776970876
257,3.701017,0.0,0.4964781776970876
258,3.701017,0.0,0.4964781776970876
259,3.701172,0.0,0.4964781776970876
260,3.701172,0.0,0.4964781776970876
261,3.701172,0.0,0.4964781776970876
262,3.701327,0.0,0.4964781776970876
263,3.666915,-1.31417,0.4964781776970876
264,3.663039,-1.3151,0.4964781776970876
265,3.650019,-1.80897,0.4964043854040753
266,3.646298,-1.80897,0.4964043854040753
267,3.633277,-2.29632,0.496302879731979
268,3.629247,-2.29632,0.496302879731979
269,3.614521,-2.85435,0.49617276091197854
270,3.610026,-2.85342,0.49617276091197854
271,3.59096,-3.58259,0.49601423881710893
272,3.58569,-3.58166,0.49601423881710893
273,3.569879,-4.18341,0.4958132647858074
274,3.564608,-4.18341,0.4958132647858074
275,3.577474,-3.65699,0.4955785271867571
276,3.574684,-3.65792,0.4955785271867571
277,3.577629,-3.53051,0.49537125299161866
278,3.575304,-3.53144,0.49537125299161866
279,3.593905,-2.79762,0.4951711319273128
280,3.59344,-2.79669,0.4951711319273128
281,3.626302,-1.5253,0.4950142029024562
282,3.628317,-1.52437,0.4950142029024562
283,3.6773,0.3404,0.49492782590550277
284,3.682726,0.3404,0.49492782590550277
285,3.680401,0.23344,0.49494711597755126
286,3.683346,0.23438,0.49494711597755126
287,3.68009,0.09487,0.4949602674015011
288,3.681951,0.09487,0.4949602674015011
289,3.655289,-0.92913,0.49496553795705667
290,3.654204,-0.92913,0.49496553795705667
291,3.658234,-0.77102,0.49491237268679616
292,3.658389,-0.77102,0.49491237268679616
293,3.658234,-0.77846,0.4948686798802425
294,3.658389,-0.77846,0.4948686798802425
295,3.648934,-1.13839,0.4948254324403381
296,3.648004,-1.13839,0.4948254324403381
297,3.607856,-2.68787,0.49476155512437414
298,3.603051,-2.6888,0.49476155512437414
299,3.681486,0.34598,0.494610694071944
300,3.686911,0.34598,0.494610694071944
301,3.724113,1.75874,0.4946299150328901
302,3.730779,1.75781,0.4946299150328901
303,3.705357,0.76544,0.4947285492309888
304,3.707062,0.76451,0.4947285492309888
305,3.739924,2.01823,0.49477187312341525
306,3.74535,2.01823,0.49477187312341525
307,3.715898,0.8724,0.4948851208790964
308,3.716518,0.8724,0.4948851208790964
309,3.697142,0.133,0.4949345546072216
310,3.696367,0.13207,0.4949345546072216
311,3.659629,-1.27697,0.49494196525898815
312,3.655444,-1.2779,0.49494196525898815
313,3.666295,-0.84728,0.4948709708145437
314,3.66521,-0.84728,0.4948709708145437
315,3.636223,-1.9615,0.4948234286245782
316,3.632037,-1.9615,0.4948234286245782
317,3.59592,-3.34728,0.4947133641260974
318,3.589565,-3.34821,0.4947133641260974
319,3.575924,-3.85975,0.4945273524594308
320,3.570189,-3.85975,0.4945273524594308
321,3.540892,-4.99907,0.4943107759230802
322,3.533916,-5.0,0.4943107759230802
323,3.528956,-4.99907,0.49403299814530255
324,3.524926,-5.0,0.49375527420392695
325,3.52136,-4.99907,0.49347749859628837
326,3.567863,-3.16406,0.4931914493807847
327,3.568793,-3.16499,0.4931914493807847
328,3.522135,-4.99907,0.4930120930789842
329,3.51764,-4.99814,0.4930120930789842
330,3.548332,-3.77232,0.4927316375514309
331,3.548022,-3.77232,0.4927316375514309
332,3.516865,-5.00093,0.4925199832203896
333,3.513145,-5.0,0.4925199832203896
334,3.518105,-4.79074,0.49224220544261177
335,3.51609,-4.79074,0.49224220544261177
336,3.51051,-4.99907,0.49197338961885234
337,3.508184,-5.0,0.49197338961885234
338,3.541512,-3.6542,0.4916900454348257
339,3.542752,-3.65234,0.4916900454348257
340,3.548332,-3.43564,0.4914851054088366
341,3.548332,-3.43564,0.4914851054088366
342,3.553137,-3.24033,0.4912942380111097
343,3.553137,-3.24033,0.4912942380111097
344,3.602586,-1.31696,0.4911124307455891
345,3.606616,-1.3151,0.4911124307455891
346,3.620102,-0.80357,0.4910386384525772
347,3.623357,-0.80264,0.4910386384525772
348,3.616071,-1.09468,0.4909940473414661
349,3.617466,-1.09375,0.4909940473414661
350,3.625682,-0.78497,0.49093267486425224
351,3.627542,-0.78404,0.49093267486425224
352,3.614831,-1.28348,0.49088911708647454
353,3.614986,-1.28348,0.49088911708647454
354,3.615451,-1.28348,0.49081709904051996
355,3.615916,-1.28441,0.4907457945960754
356,3.616226,-1.28441,0.49067515483342367
357,3.601655,-1.85361,0.49060093834570234
358,3.600415,-1.85454,0.49060093834570234
359,3.600106,-1.86663,0.49049790834570234
360,3.599485,-1.86756,0.49049790834570234
361,3.577164,-2.72693,0.4903931247741914
362,3.574684,-2.72693,0.4903931247741914
363,3.565848,-3.06269,0.4902385940066054
364,3.563523,-3.06269,0.4902385940066054
365,3.561508,-3.12593,0.4900667390798379
366,3.559803,-3.12593,0.4900667390798379
367,3.573134,-2.59487,0.4898896111869478
368,3.572979,-2.59394,0.4898896111869478
369,3.564143,-2.9362,0.48974406120554975
370,3.562748,-2.93713,0.48974406120554975
371,3.553602,-3.29055,0.4895808885914571
372,3.551587,-3.29055,0.4895808885914571
373,3.565538,-2.73996,0.4893962493184107
374,3.565538,-2.74089,0.4893962493184107
375,3.556548,-3.0878,0.4892424513662105
376,3.555152,-3.0878,0.4892424513662105
377,3.537637,-3.77139,0.4890674840740223
378,3.535156,-3.77139,0.4890674840740223
379,3.503844,-4.99907,0.48885796404424386
380,3.499659,-5.0,0.48885796404424386
381,3.500434,-4.94885,0.48857740414841133
382,3.497954,-4.94978,0.48857740414841133
383,3.535156,-3.46819,0.4882996643445129
384,3.536086,-3.46726,0.4882996643445129
385,3.551742,-2.85435,0.48810704029384466
386,3.552672,-2.85435,0.48810704029384466
387,3.569723,-2.19494,0.48794528636064205
388,3.571274,-2.19587,0.48794528636064205
389,3.588015,-1.55041,0.48782207270201744
390,3.590185,-1.55041,0.48782207270201744
391,3.606306,-0.93564,0.48773508285760786
392,3.609096,-0.93564,0.48773508285760786
393,3.585999,-1.84059,0.48768310326370157
394,3.585535,-1.84059,0.48768310326370157
395,3.568638,-2.49349,0.4875798241159668
396,3.567243,-2.49256,0.4875798241159668
397,3.557323,-2.87853,0.48743857364009935
398,3.555618,-2.87853,0.48743857364009935
399,3.546162,-3.24591,0.487277052375347
400,3.544302,-3.24498,0.487277052375347
401,3.560888,-2.58836,0.4870949870261276
402,3.561198,-2.58836,0.4870949870261276
403,3.542597,-3.31659,0.4869511768907282
404,3.540582,-3.31659,0.4869511768907282
405,3.557633,-2.64416,0.4867650922961584
406,3.557943,-2.64416,0.4867650922961584
407,3.547712,-3.04408,0.4866152519722693
408,3.546627,-3.04408,0.4866152519722693
409,3.563988,-2.36049,0.4864444412975125
410,3.564763,-2.35956,0.4864444412975125
411,3.573289,-2.03125,0.4863133556549606
412,3.574219,-2.03125,0.4863133556549606
413,3.58972,-1.4295,0.4861993781972778
414,3.59158,-1.4295,0.4861993781972778
415,3.576854,-2.01079,0.48611917294792895
416,3.576389,-2.01172,0.48611917294792895
417,3.576389,-2.01265,0.48600741159884925
418,3.576544,-2.01265,0.48589558897450047
419,3.576544,-2.01172,0.4857848967186845
420,3.576544,-2.01172,0.48567313536960394
421,3.585069,-1.67597,0.4855569026584927
422,3.585845,-1.67597,0.4855569026584927
423,3.601965,-1.05004,0.485463793941466
424,3.603981,-1.05004,0.485463793941466
425,3.604756,-1.03144,0.4854048736631153
426,3.605996,-1.03051,0.4854048736631153
427,3.637928,0.19438,0.48534648122733837
428,3.641958,0.19531,0.48534648122733837
429,3.630177,-0.27158,0.4853575492178548
430,3.631572,-0.27158,0.4853575492178548
431,3.623822,-0.58129,0.48534231032655273
432,3.624442,-0.58129,0.48534231032655273
433,3.608011,-1.22024,0.48530969299418275
434,3.607236,-1.22024,0.48530969299418275
435,3.616226,-0.8724,0.4852419024126899
436,3.616847,-0.8724,0.4852419024126899
437,3.602121,-1.44717,0.4851924686845647
438,3.601191,-1.4481,0.4851924686845647
439,3.567553,-2.75298,0.4851112122990179
440,3.563833,-2.75298,0.4851112122990179
441,3.580109,-2.10751,0.4849552065144085
442,3.579489,-2.10751,0.4849552065144085
443,3.579334,-2.1131,0.48483695910437385
444,3.578559,-2.1131,0.48483695910437385
445,3.58662,-1.79688,0.48471955457134436
446,3.586775,-1.79688,0.48471955457134436
447,3.610336,-0.87984,0.4846167362242609
448,3.612506,-0.87984,0.4846167362242609
449,3.621807,-0.52548,0.4845678566061359
450,3.623977,-0.52548,0.4845678566061359
451,3.624287,-0.51804,0.4845383706552505
452,3.625837,-0.51804,0.4845383706552505
453,3.626612,-0.49293,0.4845093026304067
454,3.627852,-0.49293,0.4845093026304067
455,3.637308,-0.13207,0.48448191763040677
456,3.639168,-0.13207,0.48448191763040677
457,3.576234,-2.59301,0.4844744340649944
458,3.571119,-2.59487,0.4844744340649944
459,3.625992,-0.45666,0.48432883077361366
460,3.628782,-0.4548,0.48432883077361366
461,3.606306,-1.33464,0.48430305778663457
462,3.605376,-1.33557,0.48430305778663457
463,3.611731,-1.08724,0.48422812210736377
464,3.612041,-1.08724,0.48422812210736377
465,3.612661,-1.06864,0.48416711539102675
466,3.612816,-1.06864,0.48416711539102675
467,3.591115,-1.91778,0.4841077469659574
468,3.5891,-1.91778,0.4841077469659574
469,3.602431,-1.3923,0.4840001365345515
470,3.602586,-1.39137,0.4840001365345515
471,3.51113,-4.99814,0.4839228388051108
472,3.501984,-5.0,0.4839228388051108
473,3.636223,0.26414,0.483642276739139
474,3.643353,0.266,0.483642276739139
475,3.509115,-4.99721,0.48365720252559735
476,3.499969,-4.99907,0.48365720252559735
477,3.581814,-1.74758,0.4833739349106745
478,3.584605,-1.74572,0.4833739349106745
479,3.542442,-3.39658,0.4832750069888867
480,3.539186,-3.39751,0.4832750069888867
481,3.498729,-4.99907,0.48308249174451545
482,3.493149,-5.0,0.48308249174451545
483,3.528801,-3.56399,0.4828019318486829
484,3.528646,-3.56306,0.4828019318486829
485,3.553602,-2.5744,0.4826019999537266
486,3.554688,-2.57626,0.4826019999537266
487,3.536396,-3.30264,0.48245887551633865
488,3.534691,-3.30357,0.48245887551633865
489,3.568793,-1.96708,0.48227350566532345
490,3.570653,-1.96708,0.48227350566532345
491,3.586154,-1.36626,0.48216204377502797
492,3.588325,-1.36812,0.48216204377502797
493,3.627232,0.12835,0.48208527526028855
494,3.631882,0.12742,0.48208527526028855
495,3.634673,0.21391,0.48209235403856976
496,3.637928,0.21391,0.48209235403856976
497,3.648004,0.59338,0.48210435704487614
498,3.651569,0.59431,0.48210435704487614
499,3.662109,0.99237,0.4821377049552149
500,3.665985,0.9933,0.4821377049552149
501,3.662109,0.82682,0.4821928878574283
502,3.664745,0.82775,0.4821928878574283
503,3.602276,-1.60528,0.482239795487094
504,3.5984,-1.60714,0.482239795487094
505,3.59654,-1.60621,0.4821514055772676
506,3.627232,-0.40458,0.4820594967631312
507,3.629247,-0.40458,0.4820594967631312
508,3.661489,0.84077,0.48203679497859986
509,3.66583,0.8417,0.48203679497859986
510,3.611576,-1.28348,0.48208402479678547
511,3.608786,-1.28348,0.48208402479678547
512,3.59561,-1.79036,0.48201272146647317
513,3.593285,-1.79036,0.48201272146647317
514,3.606151,-1.28441,0.48191226004638654
515,3.605841,-1.28441,0.48191226004638654
516,3.630487,-0.32366,0.48183948071534033
517,3.632813,-0.3218,0.48183948071534033
518,3.609251,-1.24535,0.4818214238804446
519,3.608011,-1.24628,0.4818214238804446
520,3.602586,-1.45275,0.481752186643587
521,3.601655,-1.45554,0.481752186643587
522,3.601035,-1.45368,0.4816705127816855
523,3.630797,-0.29669,0.4815897540435607
524,3.633122,-0.29483,0.4815897540435607
525,3.641493,0.0186,0.4815732104207786
526,3.643663,0.0186,0.4815732104207786
527,3.643973,0.02418,0.48157424374603897
528,3.645678,0.02511,0.48157424374603897
529,3.661799,0.65104,0.4815756527178358
530,3.664745,0.65197,0.4815756527178358
531,3.6742,1.00446,0.4816118729904183
532,3.677145,1.00539,0.4816118729904183
533,3.6773,0.99888,0.4816682874131525
534,3.679626,0.99888,0.4816682874131525
535,3.683501,1.1449,0.4817243369804444
536,3.685981,1.14583,0.4817243369804444
537,3.685826,1.13188,0.4817879932080224
538,3.687841,1.13281,0.4817879932080224
539,3.683966,0.98028,0.481851552010761
540,3.685361,0.98028,0.481851552010761
541,3.688771,1.10677,0.48190655788716724
542,3.690476,1.1077,0.48190655788716724
543,3.711247,1.90383,0.48196809581451117
544,3.714658,1.9029,0.48196809581451117
545,3.703652,1.46112,0.4820759309440682
546,3.705047,1.46205,0.4820759309440682
547,3.713418,1.77641,0.48215797009777894
548,3.715743,1.77827,0.48215797009777894
549,3.702567,1.25186,0.482257743085149
550,3.703187,1.25186,0.482257743085149
551,3.698692,1.07515,0.4823272968396889
552,3.699312,1.07608,0.4823272968396889
553,3.689701,0.70126,0.4823876726806958
554,3.689546,0.70126,0.4823876726806958
555,3.686756,0.5878,0.4824274119648278
556,3.686601,0.5878,0.4824274119648278
557,3.660869,-0.41667,0.4824603948413035
558,3.658389,-0.41667,0.4824603948413035
559,3.67358,0.17671,0.48243724650797015
560,3.673735,0.17764,0.48243724650797015
561,3.686136,0.66406,0.4824472141628487
562,3.687531,0.66499,0.4824472141628487
563,3.699467,1.12537,0.4824845251816333
564,3.701637,1.12537,0.4824845251816333
565,3.723493,1.97266,0.4825470501331653
566,3.727059,1.97359,0.4825470501331653
567,3.734034,2.23307,0.48265778275160776
568,3.737289,2.23214,0.48265778275160776
569,3.699622,0.74684,0.48278303254478433
570,3.698072,0.74591,0.48278303254478433
571,3.691096,0.47433,0.48282447166548315
572,3.690321,0.47433,0.48282447166548315
573,3.683346,0.20182,0.4828510872605614
574,3.682261,0.19996,0.4828510872605614
575,3.693887,0.65662,0.4828624187611689
576,3.694661,0.65755,0.4828624187611689
577,3.693266,0.59989,0.48289931233912037
578,3.693421,0.60082,0.48289931233912037
579,3.705512,1.06864,0.4829333601096499
580,3.707062,1.06864,0.4829333601096499
581,3.692181,0.48084,0.482993323151247
582,3.691561,0.47898,0.482993323151247
583,3.679471,0.0,0.4830199331512469
584,3.678075,0.0,0.4830199331512469
585,3.677455,0.0,0.4830199331512469
586,3.676835,0.0,0.4830199331512469
587,3.676525,0.0,0.4830199331512469
588,3.676215,0.0,0.4830199331512469
589,3.67606,0.0,0.4830199331512469
590,3.675905,0.0,0.4830199331512469
591,3.67575,0.0,0.4830199331512469
592,3.67575,0.0,0.4830199331512469
593,3.675595,0.0,0.4830199331512469
594,3.675595,0.0,0.4830199331512469
595,3.675595,0.0,0.4830199331512469
596,3.675595,0.0,0.4830199331512469
597,3.675595,0.0,0.4830199331512469
598,3.675595,0.0,0.4830199331512469
599,3.675595,0.0,0.4830199331512469
600,3.67575,0.0,0.4830199331512469
601,3.6649,-0.41667,0.4830199331512469
602,3.66366,-0.4176,0.4830199331512469
603,3.640253,-1.32813,0.48299650060749694
604,3.637153,-1.32813,0.48299650060749694
605,3.617466,-2.08891,0.4829212433661686
606,3.613436,-2.08891,0.4829212433661686
607,3.60181,-2.53069,0.4828040313984129
608,3.59778,-2.53162,0.4828040313984129
609,3.583829,-3.07478,0.48266056633898524
610,3.579489,-3.07478,0.48266056633898524
611,3.567553,-3.53144,0.4824880490276227
612,3.563213,-3.53144,0.4824880490276227
613,3.563988,-3.48121,0.4822918594492549
614,3.560733,-3.48028,0.4822918594492549
615,3.551122,-3.84673,0.48209657405039985
616,3.547402,-3.84766,0.48209657405039985
617,3.59096,-2.11403,0.4818806759026316
618,3.5922,-2.11403,0.4818806759026316
619,3.576699,-2.72042,0.48176322979152053
620,3.574994,-2.72135,0.48176322979152053
621,3.577164,-2.62556,0.48161052945701466
622,3.575924,-2.62742,0.48161052945701466
623,3.567398,-2.96038,0.48146456281961036
624,3.565383,-2.96224,0.48146456281961036
625,3.540582,-3.93508,0.4812983443847495
626,3.536706,-3.93601,0.4812983443847495
627,3.584605,-2.03218,0.48107748878196654
628,3.586465,-2.03032,0.48107748878196654
629,3.584605,-2.10007,0.4809646941076265
630,3.584759,-2.101,0.4809646941076265
631,3.59654,-1.64063,0.4808468028393976
632,3.597315,-1.63876,0.4808468028393976
633,3.58817,-1.9987,0.4807539440403348
634,3.58755,-1.9987,0.4807539440403348
635,3.582434,-2.19959,0.48064068003621185
636,3.581504,-2.20238,0.48064068003621185
637,3.574219,-2.48047,0.4805170991796409
638,3.5728239999999998,-2.4814,0.4805170991796409
639,3.610646,-0.99237,0.4803764940519496
640,3.613436,-0.99237,0.4803764940519496
641,3.604446,-1.34487,0.4803208102071842
642,3.604756,-1.34673,0.4803208102071842
643,3.625527,-0.53664,0.4802452425214806
644,3.627852,-0.53664,0.4802452425214806
645,3.640408,-0.06231,0.48021542942106415
646,3.642888,-0.06231,0.48021542942106415
647,3.615916,-1.12537,0.48021193305659793
648,3.614986,-1.12537,0.48021193305659793
649,3.583209,-2.36607,0.4801494129894843
650,3.579954,-2.36607,0.4801494129894843
651,3.592665,-1.85361,0.48001666044221825
652,3.592045,-1.85361,0.48001666044221825
653,3.618397,-0.82217,0.47991264991199695
654,3.620257,-0.82217,0.47991264991199695
